chromosome	start	end	germlineStatus	bafCount	observedBAF	minorAllelePloidy	minorAllelePloidyDeviation	observedTumorRatio	observedNormalRatio	majorAllelePloidy	majorAllelePloidyDeviation	deviationPenalty	tumorCopyNumber	fittedTumorCopyNumber	fittedBAF	refNormalisedCopyNumber	ratioSupport	support	depthWindowCount	tumorBAF	gcContent	svCluster	eventPenalty	minStart	maxStart
chr5	14483001	14484000	DIPLOID	0	0.0000	1.0544	0.3359	1.0750	1.0104	1.2589	0.9611	0.0000	2.3133	0.0000	0.0000	2.3093	true	NONE	1	0.5442	0.5670	false	1.0940	14483001	14483001
chr5	14484001	16658000	DIPLOID	363	0.6601	0.9843	0.2000	1.3790	1.0057	2.0910	0.5321	0.4832	3.0752	0.0000	0.0000	3.0731	true	NONE	2050	0.6799	0.4063	false	1.3320	14484001	14484001
chr5	16658001	17503000	DIPLOID	232	0.6667	0.8862	0.6362	1.2889	0.9831	1.9632	0.2312	0.5783	2.8494	0.0000	0.0000	2.8558	true	NONE	806	0.6890	0.4303	false	1.3231	16658001	16658001
chr5	17503001	17696000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4611	0.4974	0.7748	2.1931	0.0000	0.7748	0.0000	0.0000	0.9663	true	NONE	78	1.0000	0.3995	false	1.3676	17503001	17600001
chr5	17696001	17697000	HET_DELETION	0	0.0000	0.6358	0.9963	0.7086	0.7612	0.7591	2.2521	0.0000	1.3950	0.0000	0.0000	1.4860	true	NONE	1	0.5442	0.3690	false	1.1815	17696001	17696001
chr5	17697001	20695000	DIPLOID	331	0.6557	0.9801	0.2000	1.3566	1.0025	2.0388	0.2433	0.2907	3.0189	0.0000	0.0000	3.0180	true	NONE	2856	0.6753	0.3521	false	1.3176	17503001	17697001
chr5	20695001	20835000	AMPLIFICATION	0	0.0000	3.0000	0.2000	2.6500	1.9047	3.2605	0.9624	0.0000	6.2605	0.0000	0.0000	5.9159	true	NONE	2	0.5208	0.3440	false	1.9782	20695001	20833001
chr5	20835001	21450000	DIPLOID	59	0.6508	0.9973	0.2000	1.3572	0.9969	2.0232	0.2000	0.2603	3.0206	0.0000	0.0000	3.0217	true	NONE	364	0.6698	0.3525	false	1.3078	20695001	20946001
chr5	21450001	21453000	HET_DELETION	0	0.0000	1.0000	0.2000	0.9621	0.5672	1.0302	0.2000	0.0000	2.0302	0.0000	0.0000	2.1951	true	NONE	3	0.5074	0.3363	false	1.0091	21450001	21450001
chr5	21453001	21573000	AMPLIFICATION	1	0.6481	1.9061	0.5462	2.3772	2.0474	3.6709	0.9914	0.9965	5.5770	0.0000	0.0000	5.1780	true	NONE	49	0.6582	0.3373	false	1.8294	21453001	21523001
chr5	21573001	25831000	DIPLOID	757	0.6549	0.9927	0.2000	1.3680	0.9992	2.0549	0.3388	0.3529	3.0477	0.0000	0.0000	3.0480	true	NONE	3890	0.6743	0.3501	false	1.3187	21450001	21573001
chr5	25831001	25835000	HET_DELETION	0	0.0000	0.4940	0.9999	0.5844	0.4527	0.5897	2.6133	0.0000	1.0837	0.0000	0.0000	1.2922	true	NONE	1	0.5442	0.3170	false	1.2749	25831001	25834001
chr5	25835001	27351000	DIPLOID	449	0.6593	0.9643	0.2241	1.3524	1.0012	2.0442	0.2759	0.3296	3.0086	0.0000	0.0000	3.0081	true	NONE	1449	0.6795	0.3467	false	1.3240	25831001	25835001
chr5	27351001	27352000	HET_DELETION	0	0.0000	0.4654	0.9998	0.5594	0.2736	0.5556	2.6657	0.0000	1.0211	0.0000	0.0000	1.2978	true	NONE	1	0.5442	0.3080	false	1.2937	27351001	27351001
chr5	27352001	29419000	DIPLOID	334	0.6555	0.9837	0.2000	1.3601	1.0018	2.0442	0.2755	0.3117	3.0279	0.0000	0.0000	3.0272	true	NONE	1946	0.6751	0.3440	false	1.3181	27351001	27352001
chr5	29419001	29434000	AMPLIFICATION	0	0.0000	2.4034	0.9987	2.2558	1.9899	2.8694	0.7026	0.0000	5.2728	0.0000	0.0000	4.8957	true	NONE	10	0.5442	0.3261	false	1.6818	29419001	29424001
chr5	29434001	29527000	DIPLOID	26	0.6352	1.0346	0.2177	1.3401	0.9861	1.9432	0.3498	0.3605	2.9778	0.0000	0.0000	2.9831	true	NONE	65	0.6526	0.3578	false	1.2933	29419001	29434001
chr5	29527001	29539000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4772	0.5094	0.8151	1.9969	0.0000	0.8151	0.0000	0.0000	1.0020	true	NONE	7	1.0000	0.3369	false	1.3555	29527001	29530001
chr5	29539001	31569000	DIPLOID	354	0.6553	0.9961	0.2000	1.3735	0.9983	2.0654	0.3980	0.3919	3.0615	0.0000	0.0000	3.0621	true	NONE	1941	0.6746	0.3625	false	1.3208	29527001	29541001
chr5	31569001	32370000	DIPLOID	41	0.6458	0.9635	0.2292	1.2999	0.9876	1.9135	0.5099	0.4773	2.8770	0.0000	0.0000	2.8817	true	NONE	767	0.6651	0.4437	false	1.2850	31569001	31569001
chr5	32370001	32371000	NOISE	0	0.0000	5.0301	0.2000	4.5530	4.7387	6.0000	0.2000	0.0000	11.0301	0.0000	0.0000	9.6058	true	NONE	1	0.5440	0.4220	false	3.4090	32370001	32370001
chr5	32371001	33481000	DIPLOID	271	0.6522	1.0082	0.2000	1.3751	0.9961	2.0573	0.3524	0.3603	3.0655	0.0000	0.0000	3.0669	true	NONE	1015	0.6711	0.3984	false	1.3196	32370001	32371001
chr5	33481001	33482000	HET_DELETION	0	0.0000	0.4893	0.9999	0.5803	0.4031	0.5842	2.6220	0.0000	1.0734	0.0000	0.0000	1.3008	true	NONE	1	0.5442	0.4730	false	1.2780	33481001	33481001
chr5	33482001	34439000	DIPLOID	85	0.6489	1.0294	0.2000	1.3863	1.0108	2.0641	0.3909	0.3834	3.0935	0.0000	0.0000	3.0893	true	NONE	582	0.6672	0.4086	false	1.3280	33481001	33482001
chr5	34439001	34440000	NOISE	0	0.0000	4.5226	0.9999	3.9515	5.7107	5.0000	0.2000	0.0000	9.5226	0.0000	0.0000	7.7280	true	NONE	1	0.5251	0.4520	false	2.9568	34439001	34439001
chr5	34440001	36132000	DIPLOID	207	0.6512	1.0240	0.2000	1.3893	0.9995	2.0769	0.4606	0.4302	3.1009	0.0000	0.0000	3.1011	true	NONE	1583	0.6698	0.4003	false	1.3303	34439001	34440001
chr5	36132001	36279000	DIPLOID	12	0.5246	1.0000	0.2000	1.0070	0.9974	1.1428	0.7455	0.4960	2.1428	0.0000	0.0000	2.1438	true	NONE	138	0.5333	0.3730	false	1.0428	36132001	36132001
chr5	36279001	37190000	DIPLOID	161	0.6567	1.0049	0.2000	1.3893	0.9977	2.0961	0.5568	0.4970	3.1009	0.0000	0.0000	3.1018	true	NONE	859	0.6760	0.3871	false	1.3303	36279001	36279001
chr5	37190001	37534000	DIPLOID	8	0.6621	0.8931	0.6062	1.2794	0.9669	1.9323	0.4108	0.6733	2.8255	0.0000	0.0000	2.8381	true	NONE	277	0.6839	0.4059	false	1.3118	37190001	37190001
chr5	37534001	43031000	DIPLOID	402	0.6551	1.0078	0.2000	1.3860	0.9999	2.0850	0.5025	0.4602	3.0928	0.0000	0.0000	3.0929	true	NONE	5104	0.6741	0.3854	false	1.3278	37534001	37534001
chr5	43031001	43033000	HET_DELETION	0	0.0000	0.5675	0.9994	0.6487	0.5370	0.6775	2.4636	0.0000	1.2450	0.0000	0.0000	1.4214	true	NONE	2	0.5442	0.3050	false	1.2265	43031001	43031001
chr5	43033001	43259000	DIPLOID	0	0.0000	1.3086	0.9862	1.2975	0.9564	1.5624	0.9995	0.0000	2.8710	0.0000	0.0000	2.8876	true	NONE	210	0.5442	0.4362	false	1.2613	43031001	43034001
chr5	43259001	43577000	DIPLOID	1	0.6270	1.0893	0.5240	1.3690	0.9900	1.9608	0.2454	0.4825	3.0501	0.0000	0.0000	3.0540	true	NONE	265	0.6429	0.4022	false	1.3150	43259001	43259001
chr5	43577001	43580000	HET_DELETION	0	0.0000	0.0000	0.2000	0.2676	0.2426	0.2897	3.0239	0.0000	0.2897	0.0000	0.0000	0.5783	true	NONE	1	1.0000	0.2900	false	1.5131	43577001	43579001
chr5	43580001	44883000	DIPLOID	244	0.6498	1.0077	0.2000	1.3652	1.0018	2.0328	0.2067	0.2643	3.0406	0.0000	0.0000	3.0399	true	NONE	1170	0.6686	0.3646	false	1.3122	43577001	43582001
chr5	44883001	45371000	DIPLOID	63	0.6567	0.9453	0.3373	1.3201	0.9879	1.9822	0.2000	0.3529	2.9276	0.0000	0.0000	2.9322	true	NONE	459	0.6771	0.3602	false	1.3111	44883001	44883001
chr5	45371001	45377000	HET_DELETION	0	0.0000	0.7011	0.9829	0.7657	0.5864	0.8371	1.8574	0.0000	1.5382	0.0000	0.0000	1.6958	true	NONE	3	0.5442	0.2265	false	1.1385	45371001	45371001
chr5	45377001	45954000	DIPLOID	57	0.6452	0.9892	0.2000	1.3266	0.9926	1.9547	0.2823	0.3112	2.9439	0.0000	0.0000	2.9467	true	NONE	491	0.6640	0.3499	false	1.2897	45371001	45377001
chr5	45954001	45955000	NOISE	0	0.0000	4.1716	0.8292	3.8037	4.3594	4.9805	0.2000	0.0000	9.1521	0.0000	0.0000	7.8724	true	NONE	1	0.5442	0.3640	false	2.8456	45954001	45954001
chr5	45955001	46093000	DIPLOID	7	0.6496	1.0031	0.2000	1.3591	1.0816	2.0223	0.2000	0.2598	3.0253	0.0000	0.0000	2.9942	true	NONE	124	0.6684	0.3574	false	1.3076	45954001	45955001
chr5	46093001	46096000	NOISE	0	0.0000	3.0000	0.2000	2.6204	2.4100	3.1865	0.8632	0.0000	6.1865	0.0000	0.0000	5.6493	true	NONE	3	0.5151	0.3587	false	1.9559	46093001	46093001
chr5	46096001	46144000	DIPLOID	0	0.0000	1.3341	0.9923	1.3199	0.9921	1.5928	0.9988	0.0000	2.9269	0.0000	0.0000	2.9299	true	NONE	42	0.5442	0.3660	false	1.2781	46093001	46096001
chr5	46144001	46146000	HET_DELETION	0	0.0000	0.0000	0.2000	0.1532	0.1136	0.0031	1.5352	0.0000	0.0031	0.0000	0.0000	0.3408	true	NONE	2	1.0000	0.3610	false	1.5991	46144001	46144001
chr5	46146001	46323000	DIPLOID	0	0.0000	1.3409	0.9935	1.3257	1.0684	1.6009	0.9986	0.0000	2.9417	0.0000	0.0000	2.9157	true	NONE	161	0.5442	0.3626	false	1.2825	46144001	46146001
chr5	46323001	46324000	NOISE	0	0.0000	19.7281	0.9700	16.0035	21.0391	20.0000	0.2000	0.0000	39.7281	0.0000	0.0000	32.0941	true	NONE	1	0.5034	0.3660	false	12.0184	46323001	46323001
chr5	46324001	46328000	NOISE	0	0.0000	6.9833	0.2000	5.7313	5.7525	7.0000	0.2000	0.0000	13.9833	0.0000	0.0000	12.1728	true	NONE	4	0.5006	0.3640	false	4.2950	46324001	46324001
chr5	46328001	46356000	AMPLIFICATION	1	0.5955	1.4982	0.9999	1.6657	1.5749	2.2955	0.9817	1.1800	3.7937	0.0000	0.0000	3.5747	true	NONE	25	0.6051	0.3694	false	1.5381	46328001	46329001
chr5	46356001	46369000	AMPLIFICATION	0	0.0000	1.6011	0.9985	1.5535	1.4219	1.9115	0.5200	0.0000	3.5126	0.0000	0.0000	3.3518	true	NONE	13	0.5442	0.3688	false	1.4462	46356001	46356001
chr5	46369001	46370000	NOISE	0	0.0000	5.0263	0.2000	4.5515	3.7436	6.0000	0.2000	0.0000	11.0263	0.0000	0.0000	9.9811	true	NONE	1	0.5442	0.3570	false	3.4079	46369001	46369001
chr5	46370001	46378000	AMPLIFICATION	0	0.0000	1.4627	0.9998	1.4324	1.2562	1.7463	0.9571	0.0000	3.2089	0.0000	0.0000	3.1113	true	NONE	3	0.5442	0.4013	false	1.3627	46370001	46370001
chr5	46378001	46380000	NOISE	0	0.0000	6.7665	0.9375	5.6448	5.3687	7.0000	0.2000	0.0000	13.7665	0.0000	0.0000	12.1023	true	NONE	2	0.5085	0.3675	false	4.2300	46378001	46378001
chr5	46380001	46405000	AMPLIFICATION	0	0.0000	1.6136	0.9980	1.5645	1.3321	1.9265	0.4423	0.0000	3.5402	0.0000	0.0000	3.4136	true	NONE	18	0.5442	0.3663	false	1.4379	46380001	46380001
chr5	46405001	47905640	UNKNOWN	0	0.0000	0.0000	0.2000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	NONE	0	1.0000	0.0000	false	1.6000	46405001	49448001
chr5	47905641	49449000	NOISE	2	0.6089	2.6231	0.9974	2.8704	2.5910	4.1899	0.8704	1.1373	6.8130	0.0000	0.0000	6.2069	true	CENTROMERE	1	0.6150	0.3510	false	2.1439	47905641	47905641
chr5	49449001	49471000	AMPLIFICATION	1	0.6642	1.0449	0.2801	1.4679	1.2725	2.2531	0.9566	0.8214	3.2981	0.0000	0.0000	3.1943	true	NONE	12	0.6832	0.3754	false	1.3894	49449001	49449001
chr5	49471001	49472000	AMPLIFICATION	1	0.6637	3.8652	0.7180	4.8118	1.8423	7.8135	0.8633	1.0495	11.6787	0.0000	0.0000	11.3578	true	NONE	1	0.6690	0.3600	false	3.6036	49471001	49471001
chr5	49472001	49501000	AMPLIFICATION	7	0.6474	1.0609	0.3728	1.4160	1.1666	2.1071	0.6072	0.6345	3.1680	0.0000	0.0000	3.1045	true	NONE	28	0.6651	0.3603	false	1.3504	49472001	49472001
chr5	49501001	49502000	NOISE	0	0.0000	8.6491	0.9949	7.5930	8.0045	10.0000	0.2000	0.0000	18.6491	0.0000	0.0000	15.9807	true	NONE	1	0.5362	0.3590	false	5.6947	49501001	49501001
chr5	49502001	49534000	AMPLIFICATION	4	0.6439	1.1197	0.6607	1.4681	1.2515	2.1786	0.8460	0.9701	3.2984	0.0000	0.0000	3.2026	true	NONE	28	0.6605	0.3666	false	1.3895	49502001	49502001
chr5	49534001	49535000	NOISE	0	0.0000	9.3629	0.9962	8.2768	9.7324	11.0000	0.2000	0.0000	20.3629	0.0000	0.0000	17.0363	true	NONE	1	0.5402	0.3690	false	6.2089	49534001	49534001
chr5	49535001	49545000	AMPLIFICATION	0	0.0000	1.5680	0.9994	1.5246	1.3814	1.8720	0.6929	0.0000	3.4400	0.0000	0.0000	3.2947	true	NONE	10	0.5442	0.3569	false	1.4320	49535001	49535001
chr5	49545001	49548000	NOISE	1	0.6901	2.1931	0.8766	3.0688	3.0343	5.1173	0.6507	1.0540	7.3104	0.0000	0.0000	6.5354	true	NONE	3	0.7000	0.3583	false	2.2931	49545001	49545001
chr5	49548001	49560000	AMPLIFICATION	2	0.6362	1.3981	0.9985	1.7423	1.5568	2.5876	0.9990	1.2708	3.9858	0.0000	0.0000	3.7737	true	NONE	7	0.6492	0.3851	false	1.5957	49548001	49548001
chr5	49560001	55192000	DIPLOID	545	0.6444	1.0141	0.2000	1.3515	0.9953	1.9923	0.2000	0.2578	3.0064	0.0000	0.0000	3.0081	true	NONE	5027	0.6627	0.3770	false	1.3019	47905641	49560001
chr5	55192001	55193000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3355	0.2359	0.4599	2.8097	0.0000	0.4599	0.0000	0.0000	0.7510	true	NONE	1	1.0000	0.5380	false	1.4620	55192001	55192001
chr5	55193001	55460000	DIPLOID	26	0.6429	0.9749	0.2000	1.3021	0.9709	1.9076	0.5391	0.4752	2.8825	0.0000	0.0000	2.8936	true	NONE	247	0.6618	0.4200	false	1.2798	55192001	55193001
chr5	55460001	56292000	DIPLOID	64	0.6505	1.0064	0.2000	1.3666	1.0073	2.0377	0.2362	0.2838	3.0441	0.0000	0.0000	3.0413	true	NONE	790	0.6694	0.4082	false	1.3132	55460001	55460001
chr5	56292001	56576000	DIPLOID	98	0.6511	0.9342	0.4007	1.2861	0.9756	1.9083	0.5358	0.6097	2.8424	0.0000	0.0000	2.8517	true	NONE	276	0.6714	0.4124	false	1.2922	56292001	56292001
chr5	56576001	57323000	DIPLOID	68	0.6544	0.9962	0.2000	1.3700	1.0110	2.0565	0.3478	0.3584	3.0526	0.0000	0.0000	3.0484	true	NONE	693	0.6737	0.3891	false	1.3181	56576001	56576001
chr5	57323001	57334000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4674	0.3436	0.7905	2.1252	0.0000	0.7905	0.0000	0.0000	1.0406	true	NONE	2	1.0000	0.3585	false	1.3629	57323001	57323001
chr5	57334001	59948000	DIPLOID	340	0.6500	1.0000	0.2000	1.3572	0.9963	2.0205	0.2000	0.2600	3.0205	0.0000	0.0000	3.0220	true	NONE	2425	0.6689	0.3761	false	1.3062	57323001	57334001
chr5	59948001	59952000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3075	0.2178	0.3898	2.9115	0.0000	0.3898	0.0000	0.0000	0.6878	true	NONE	2	1.0000	0.3605	false	1.4830	59948001	59949001
chr5	59952001	60956000	DIPLOID	132	0.6456	1.0054	0.2000	1.3463	1.0024	1.9880	0.2000	0.2582	2.9933	0.0000	0.0000	2.9924	true	NONE	925	0.6641	0.3926	false	1.2980	59948001	59952001
chr5	60956001	60957000	NOISE	0	0.0000	14.7038	0.9819	12.0038	16.6518	15.0000	0.2000	0.0000	29.7038	0.0000	0.0000	23.7412	true	NONE	1	0.5050	0.4920	false	9.0111	60956001	60956001
chr5	60957001	61490000	DIPLOID	4	0.6786	0.9138	0.5087	1.3708	1.0061	2.1410	0.7394	0.8470	3.0547	0.0000	0.0000	3.0524	true	NONE	515	0.7009	0.4080	false	1.3682	60956001	60957001
chr5	61490001	61869000	DIPLOID	0	0.0000	1.2984	0.9828	1.2886	0.9801	1.5502	0.9997	0.0000	2.8487	0.0000	0.0000	2.8562	true	NONE	321	0.5442	0.3887	false	1.2546	61490001	61490001
chr5	61869001	65991000	DIPLOID	562	0.6436	1.0157	0.2000	1.3501	1.0013	1.9871	0.2000	0.2574	3.0028	0.0000	0.0000	3.0023	true	NONE	3792	0.6618	0.3768	false	1.3008	61869001	61869001
chr5	65991001	66148000	DIPLOID	1	0.8605	0.1477	0.7614	0.9672	0.9906	1.8955	0.5958	1.1679	2.0432	0.0000	0.0000	2.0467	true	NONE	151	0.9277	0.3933	false	1.5243	65991001	65991001
chr5	66148001	66160000	DIPLOID	0	0.0000	1.4059	0.9988	1.3827	1.0542	1.6786	0.9897	0.0000	3.0845	0.0000	0.0000	3.0639	true	NONE	12	0.5442	0.3962	false	1.3254	66148001	66148001
chr5	66160001	66195000	DIPLOID	0	0.0000	2.0000	0.2000	1.7557	1.0098	2.0193	0.2000	0.0000	4.0193	0.0000	0.0000	4.0156	true	NONE	34	0.5024	0.3894	false	1.3058	66160001	66160001
chr5	66195001	66759000	DIPLOID	118	0.6552	0.9970	0.2000	1.3739	1.0009	2.0654	0.3985	0.3921	3.0624	0.0000	0.0000	3.0621	true	NONE	544	0.6745	0.3922	false	1.3205	66195001	66195001
chr5	66759001	66780000	DIPLOID	0	0.0000	1.3515	0.9950	1.3351	0.9953	1.6136	0.9980	0.0000	2.9651	0.0000	0.0000	2.9669	true	NONE	21	0.5442	0.3638	false	1.2895	66759001	66759001
chr5	66780001	66794000	DIPLOID	0	0.0000	1.0000	0.2000	1.0058	0.9967	1.1399	0.7358	0.0000	2.1399	0.0000	0.0000	2.1412	true	NONE	13	0.5327	0.3795	false	1.0420	66780001	66781001
chr5	66794001	67044000	DIPLOID	76	0.9152	0.0149	0.2000	0.9663	0.9876	2.0261	0.2000	0.3661	2.0410	0.0000	0.0000	2.0457	true	NONE	212	0.9927	0.3724	false	1.6033	66794001	66794001
chr5	67044001	67045000	DIPLOID	2	0.7690	0.6109	0.9981	1.3842	1.0812	2.4773	0.9999	1.5364	3.0882	0.0000	0.0000	3.0573	true	NONE	1	0.8022	0.4560	false	1.5599	67044001	67044001
chr5	67045001	67046000	HET_DELETION	1	0.7374	0.4030	0.9987	0.9018	0.7525	1.4762	0.9999	1.4737	1.8792	0.0000	0.0000	1.9735	true	NONE	1	0.7855	0.3400	false	1.3219	67045001	67045001
chr5	67046001	67801000	DIPLOID	252	0.6431	1.0384	0.2410	1.3739	1.0037	2.0239	0.2000	0.2836	3.0624	0.0000	0.0000	3.0610	true	NONE	700	0.6609	0.3986	false	1.3187	67045001	67046001
chr5	67801001	67814000	DIPLOID	14	0.5324	1.0000	0.2000	0.9694	0.9634	1.0486	0.3018	0.2671	2.0486	0.0000	0.0000	2.0625	true	NONE	13	0.5119	0.4165	false	1.0146	67801001	67801001
chr5	67814001	68347000	DIPLOID	96	0.6474	1.0328	0.2063	1.3844	0.9947	2.0560	0.3450	0.3570	3.0888	0.0000	0.0000	3.0908	true	NONE	504	0.6656	0.3999	false	1.3266	67814001	67814001
chr5	68347001	68758000	DIPLOID	187	0.6449	0.9124	0.5156	1.2392	0.9589	1.8124	0.8656	0.8907	2.7248	0.0000	0.0000	2.7404	true	NONE	394	0.6652	0.4236	false	1.2700	68347001	68347001
chr5	68758001	68759000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4695	0.4109	0.7957	2.1002	0.0000	0.7957	0.0000	0.0000	1.0202	true	NONE	1	1.0000	0.3370	false	1.3613	68758001	68758001
chr5	68759001	70311000	DIPLOID	2	0.7024	0.7645	0.9398	1.2802	1.0003	2.0630	0.3846	0.9302	2.8275	0.0000	0.0000	2.8273	true	NONE	66	0.7296	0.4332	false	1.3895	68758001	68760001
chr5	70311001	70811000	DIPLOID	5	0.6761	0.5389	0.9998	0.8985	0.9915	1.3320	0.9919	1.3466	1.8709	0.0000	0.0000	1.8742	true	NONE	63	0.7120	0.4014	false	1.2379	70311001	70746001
chr5	70811001	71146000	DIPLOID	25	0.6500	0.9811	0.2000	1.3356	0.9974	1.9853	0.2000	0.2600	2.9663	0.0000	0.0000	2.9673	true	NONE	309	0.6693	0.4061	false	1.3013	70811001	70811001
chr5	71146001	71147000	NOISE	0	0.0000	54.6614	0.9931	44.3059	62.4410	56.0000	0.2000	0.0000	110.6614	0.0000	0.0000	87.2553	true	NONE	1	0.5060	0.4970	false	33.2984	71146001	71146001
chr5	71147001	78330000	DIPLOID	1045	0.6446	1.0119	0.2000	1.3499	1.0003	1.9903	0.2000	0.2578	3.0023	0.0000	0.0000	3.0021	true	NONE	6713	0.6629	0.4031	false	1.3007	71146001	71150001
chr5	78330001	78343000	DIPLOID	0	0.0000	1.0619	0.3787	1.0815	0.9562	1.2678	0.9674	0.0000	2.3297	0.0000	0.0000	2.3464	true	NONE	10	0.5442	0.3968	false	1.0989	78330001	78331001
chr5	78343001	78377000	DIPLOID	0	0.0000	0.6014	0.9985	0.6784	1.0067	0.7180	2.3743	0.0000	1.3193	0.0000	0.0000	1.3167	true	NONE	33	0.5442	0.4147	false	1.2042	78343001	78343001
chr5	78377001	78407000	DIPLOID	0	0.0000	0.0000	0.2000	0.3924	0.9941	0.6026	2.5931	0.0000	0.6026	0.0000	0.0000	0.6048	true	NONE	23	1.0000	0.4065	false	1.4192	78377001	78377001
chr5	78407001	78426000	DIPLOID	0	0.0000	0.6901	0.9866	0.7561	0.9827	0.8239	1.9445	0.0000	1.5139	0.0000	0.0000	1.5205	true	NONE	19	0.5442	0.4231	false	1.1458	78407001	78407001
chr5	78426001	78474000	DIPLOID	0	0.0000	1.0000	0.2000	0.9903	0.9830	1.1010	0.5797	0.0000	2.1010	0.0000	0.0000	2.1075	true	NONE	47	0.5240	0.4125	false	1.0303	78426001	78426001
chr5	78474001	78475000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3138	0.1960	0.4055	2.8893	0.0000	0.4055	0.0000	0.0000	0.7118	true	NONE	1	1.0000	0.2650	false	1.4783	78474001	78474001
chr5	78475001	78476000	HET_DELETION	0	0.0000	0.5098	0.9999	0.5983	0.6583	0.6087	2.5834	0.0000	1.1185	0.0000	0.0000	1.2487	true	NONE	1	0.5442	0.4160	false	1.2644	78475001	78475001
chr5	78476001	78836000	DIPLOID	1	0.5478	0.9734	0.2000	1.0270	0.9668	1.2195	0.9202	0.6136	2.1929	0.0000	0.0000	2.2056	true	NONE	340	0.5561	0.3984	false	1.0738	78474001	78477001
chr5	78836001	78837000	DIPLOID	2	0.5998	0.7411	0.9611	0.9287	0.9950	1.2055	0.8989	1.1156	1.9466	0.0000	0.0000	1.9485	true	NONE	1	0.6193	0.3900	false	1.1393	78836001	78836001
chr5	78837001	78987000	DIPLOID	0	0.0000	1.0000	0.2000	1.0161	0.9694	1.1657	0.8139	0.0000	2.1657	0.0000	0.0000	2.1773	true	NONE	147	0.5383	0.3877	false	1.0497	78837001	78837001
chr5	78987001	79361000	DIPLOID	138	0.5600	1.0002	0.2000	1.0797	1.0070	1.3249	0.9905	0.6667	2.3251	0.0000	0.0000	2.3224	true	NONE	343	0.5698	0.4161	false	1.0975	78987001	78987001
chr5	79361001	79950000	DIPLOID	73	0.5567	0.9500	0.3100	1.0265	0.9865	1.2418	0.9463	0.6994	2.1918	0.0000	0.0000	2.1969	true	NONE	542	0.5666	0.4183	false	1.0875	79361001	79361001
chr5	79950001	83948000	DIPLOID	569	0.5545	0.9990	0.2000	1.0653	1.0017	1.2900	0.9793	0.6539	2.2890	0.0000	0.0000	2.2883	true	NONE	3731	0.5636	0.3754	false	1.0873	79950001	79951001
chr5	83948001	83955000	HOM_DELETION	0	0.0000	0.0000	0.2000	0.0158	0.0050	-0.3414	2.4936	0.0000	-0.3414	0.0000	0.0000	0.0377	true	NONE	1	1.0000	0.3662	false	1.7024	83948001	83954001
chr5	83955001	85715000	DIPLOID	871	0.5577	0.9750	0.2000	1.0513	0.9909	1.2790	0.9740	0.6548	2.2540	0.0000	0.0000	2.2574	true	NONE	1629	0.5675	0.3409	false	1.0912	83948001	83956001
chr5	85715001	85717000	HET_DELETION	0	0.0000	0.0000	0.2000	0.3786	0.3896	0.5680	2.6468	0.0000	0.5680	0.0000	0.0000	0.8006	true	NONE	2	1.0000	0.2400	false	1.4296	85715001	85715001
chr5	85717001	86115000	DIPLOID	36	0.5629	0.9719	0.2000	1.0611	0.9934	1.3065	0.9855	0.6673	2.2784	0.0000	0.0000	2.2809	true	NONE	367	0.5734	0.3568	false	1.1004	85715001	85717001
chr5	86115001	86118000	HET_DELETION	0	0.0000	0.0000	0.2000	0.5146	0.5408	0.9087	1.2046	0.0000	0.9087	0.0000	0.0000	1.0836	true	NONE	3	1.0000	0.3770	false	1.3274	86115001	86115001
chr5	86118001	86553000	DIPLOID	18	0.5487	0.9941	0.2000	1.0473	0.9968	1.2498	0.9538	0.6331	2.2439	0.0000	0.0000	2.2451	true	NONE	398	0.5570	0.3685	false	1.0767	86115001	86120001
chr5	86553001	86554000	HET_DELETION	0	0.0000	0.0000	0.2000	0.4070	0.3247	0.6391	2.5334	0.0000	0.6391	0.0000	0.0000	0.8964	true	NONE	1	1.0000	0.2510	false	1.4083	86553001	86553001
chr5	86554001	92917000	DIPLOID	426	0.5556	1.0010	0.2000	1.0698	0.9991	1.2992	0.9830	0.6573	2.3002	0.0000	0.0000	2.3005	true	NONE	5907	0.5648	0.3627	false	1.0901	86553001	86554001
chr5	92917001	92922000	HET_DELETION	0	0.0000	0.6366	0.9963	0.7093	0.6554	0.7601	2.2487	0.0000	1.3967	0.0000	0.0000	1.5280	true	NONE	4	0.5442	0.5724	false	1.1810	92917001	92917001
chr5	92922001	93109000	DIPLOID	0	0.0000	1.0310	0.2000	1.0545	0.9869	1.2309	0.9346	0.0000	2.2618	0.0000	0.0000	2.2668	true	NONE	172	0.5442	0.3850	false	1.0785	92917001	92922001
chr5	93109001	93251000	DIPLOID	0	0.0000	1.0000	0.2000	0.9662	0.9891	1.0406	0.2540	0.0000	2.0406	0.0000	0.0000	2.0447	true	NONE	131	0.5099	0.3449	false	1.0122	93109001	93109001
