GENE_ID	MUTS	MUTS_RECURRENCE	SAMPLES	P_VALUE	Q_VALUE	P_VALUE_NEG	Q_VALUE_NEG	SNP	MNP	INDELS	SYMBOL
gc19_pc.3utr::gencode::MFSD6::ENSG00000151690.10	1	1	1	0.35694		0.64341		1	0	0	gc19_pc.3utr::gencode::MFSD6::ENSG00000151690.10
gc19_pc.3utr::gencode::CTD-2260A17.2::ENSG00000247121.2	1	1	1	0.35695		0.64975		1	0	0	gc19_pc.3utr::gencode::CTD-2260A17.2::ENSG00000247121.2
gc19_pc.3utr::gencode::SMR3B::ENSG00000171201.6	1	1	1	0.35695		0.64433		1	0	0	gc19_pc.3utr::gencode::SMR3B::ENSG00000171201.6
gc19_pc.3utr::gencode::RBBP6::ENSG00000122257.14	1	1	1	0.35698		0.64347		1	0	0	gc19_pc.3utr::gencode::RBBP6::ENSG00000122257.14
gc19_pc.3utr::gencode::ARFGAP2::ENSG00000149182.10	1	1	1	0.35709		0.64323		1	0	0	gc19_pc.3utr::gencode::ARFGAP2::ENSG00000149182.10
gc19_pc.3utr::gencode::FAM161B::ENSG00000156050.4	3	3	3	0.35713	1.0	0.64287	0.9482396800474003	3	0	0	gc19_pc.3utr::gencode::FAM161B::ENSG00000156050.4
gc19_pc.3utr::gencode::C17orf112::ENSG00000227011.1	1	1	1	0.3572		0.64354		1	0	0	gc19_pc.3utr::gencode::C17orf112::ENSG00000227011.1
gc19_pc.3utr::gencode::LSG1::ENSG00000041802.6	4	4	4	0.3574	1.0	0.6426	0.9482396800474003	4	0	0	gc19_pc.3utr::gencode::LSG1::ENSG00000041802.6
gc19_pc.3utr::gencode::GPX1::ENSG00000233276.2	3	3	3	0.35749	1.0	0.64251	0.9482396800474003	3	0	0	gc19_pc.3utr::gencode::GPX1::ENSG00000233276.2
gc19_pc.3utr::gencode::ERBB3::ENSG00000065361.10	6	6	6	0.3575	1.0	0.6425	0.9482396800474003	6	0	0	gc19_pc.3utr::gencode::ERBB3::ENSG00000065361.10
gc19_pc.3utr::gencode::SKA3::ENSG00000165480.11	2	2	2	0.35752	1.0	0.64248	0.9482396800474003	2	0	0	gc19_pc.3utr::gencode::SKA3::ENSG00000165480.11
gc19_pc.3utr::gencode::USP15::ENSG00000135655.9	6	6	6	0.35756	1.0	0.64244	0.9482396800474003	5	0	1	gc19_pc.3utr::gencode::USP15::ENSG00000135655.9
gc19_pc.3utr::gencode::GMDS::ENSG00000112699.6	1	1	1	0.35766		0.643		1	0	0	gc19_pc.3utr::gencode::GMDS::ENSG00000112699.6
gc19_pc.3utr::gencode::ARHGAP36::ENSG00000147256.6	2	2	2	0.35776	1.0	0.64224	0.9482396800474003	2	0	0	gc19_pc.3utr::gencode::ARHGAP36::ENSG00000147256.6
gc19_pc.3utr::gencode::IKZF1::ENSG00000185811.12	24	24	24	0.35793	1.0	0.64207	0.9482396800474003	24	0	0	gc19_pc.3utr::gencode::IKZF1::ENSG00000185811.12
gc19_pc.3utr::gencode::UACA::ENSG00000137831.10	1	1	1	0.35798		0.64209		1	0	0	gc19_pc.3utr::gencode::UACA::ENSG00000137831.10
gc19_pc.3utr::gencode::PLEKHS1::ENSG00000148735.10	5	5	5	0.358	1.0	0.642	0.9482396800474003	5	0	0	gc19_pc.3utr::gencode::PLEKHS1::ENSG00000148735.10
gc19_pc.3utr::gencode::IP6K3::ENSG00000161896.6	3	3	3	0.35803	1.0	0.64197	0.9482396800474003	3	0	0	gc19_pc.3utr::gencode::IP6K3::ENSG00000161896.6
gc19_pc.3utr::gencode::KIAA1429::ENSG00000164944.7	3	3	3	0.35808	1.0	0.64192	0.9482396800474003	3	0	0	gc19_pc.3utr::gencode::KIAA1429::ENSG00000164944.7
gc19_pc.3utr::gencode::RNASET2::ENSG00000026297.11	1	1	1	0.35811		0.64425		1	0	0	gc19_pc.3utr::gencode::RNASET2::ENSG00000026297.11
gc19_pc.3utr::gencode::CAMK4::ENSG00000152495.6	26	26	25	0.35812	1.0	0.64188	0.9482396800474003	24	0	2	gc19_pc.3utr::gencode::CAMK4::ENSG00000152495.6
gc19_pc.3utr::gencode::ENPP5::ENSG00000112796.5	12	12	11	0.35814	1.0	0.64186	0.9482396800474003	12	0	0	gc19_pc.3utr::gencode::ENPP5::ENSG00000112796.5
gc19_pc.3utr::gencode::A4GALT::ENSG00000128274.11	3	3	3	0.35818	1.0	0.64182	0.9482396800474003	3	0	0	gc19_pc.3utr::gencode::A4GALT::ENSG00000128274.11
gc19_pc.3utr::gencode::ZNF584::ENSG00000171574.13	1	1	1	0.35826		0.64321		1	0	0	gc19_pc.3utr::gencode::ZNF584::ENSG00000171574.13
gc19_pc.3utr::gencode::NPEPL1::ENSG00000215440.7	1	1	1	0.35828		0.64237		1	0	0	gc19_pc.3utr::gencode::NPEPL1::ENSG00000215440.7
gc19_pc.3utr::gencode::C10orf126::ENSG00000204365.2	1	1	1	0.35834		0.6421		1	0	0	gc19_pc.3utr::gencode::C10orf126::ENSG00000204365.2
gc19_pc.3utr::gencode::FKBP6::ENSG00000077800.7	1	1	1	0.35868		0.64195		1	0	0	gc19_pc.3utr::gencode::FKBP6::ENSG00000077800.7
gc19_pc.3utr::gencode::MIS18BP1::ENSG00000129534.9	2	2	2	0.35873	1.0	0.64127	0.9481635	2	0	0	gc19_pc.3utr::gencode::MIS18BP1::ENSG00000129534.9
gc19_pc.3utr::gencode::SLC9A3R2::ENSG00000065054.9	2	2	2	0.35879	1.0	0.64121	0.9481635	1	0	1	gc19_pc.3utr::gencode::SLC9A3R2::ENSG00000065054.9
gc19_pc.3utr::gencode::AGPAT5::ENSG00000155189.7	2	2	2	0.35891	1.0	0.64109	0.9481635	1	0	1	gc19_pc.3utr::gencode::AGPAT5::ENSG00000155189.7
gc19_pc.3utr::gencode::CTLA4::ENSG00000163599.10	4	4	4	0.35899	1.0	0.64101	0.9481635	3	0	1	gc19_pc.3utr::gencode::CTLA4::ENSG00000163599.10
gc19_pc.3utr::gencode::TMEM106B::ENSG00000106460.14	20	20	18	0.359	1.0	0.641	0.9481635	18	0	2	gc19_pc.3utr::gencode::TMEM106B::ENSG00000106460.14
gc19_pc.3utr::gencode::PTPN13::ENSG00000163629.8	2	2	2	0.35908	1.0	0.64092	0.9481635	2	0	0	gc19_pc.3utr::gencode::PTPN13::ENSG00000163629.8
gc19_pc.3utr::gencode::CCPG1::ENSG00000260916.1	7	7	7	0.35908	1.0	0.64092	0.9481635	6	0	1	gc19_pc.3utr::gencode::CCPG1::ENSG00000260916.1
gc19_pc.3utr::gencode::MAL2::ENSG00000147676.9	3	3	3	0.35925	1.0	0.64075	0.9481635	3	0	0	gc19_pc.3utr::gencode::MAL2::ENSG00000147676.9
gc19_pc.3utr::gencode::TNFSF10::ENSG00000121858.6	3	3	3	0.35928	1.0	0.64072	0.9481635	3	0	0	gc19_pc.3utr::gencode::TNFSF10::ENSG00000121858.6
gc19_pc.3utr::gencode::SMARCAD1::ENSG00000163104.13	3	3	3	0.35932	1.0	0.64068	0.9481635	3	0	0	gc19_pc.3utr::gencode::SMARCAD1::ENSG00000163104.13
gc19_pc.3utr::gencode::SERPINB6::ENSG00000124570.13	1	1	1	0.35936		0.64425		1	0	0	gc19_pc.3utr::gencode::SERPINB6::ENSG00000124570.13
gc19_pc.3utr::gencode::TRIM25::ENSG00000121060.10	12	11	12	0.3594	1.0	0.6406	0.9481635	12	0	0	gc19_pc.3utr::gencode::TRIM25::ENSG00000121060.10
gc19_pc.3utr::gencode::CT62::ENSG00000225362.4	3	3	3	0.35973	1.0	0.64027	0.9481635	3	0	0	gc19_pc.3utr::gencode::CT62::ENSG00000225362.4
gc19_pc.3utr::gencode::TESK1::ENSG00000107140.11	1	1	1	0.36011		0.64173		1	0	0	gc19_pc.3utr::gencode::TESK1::ENSG00000107140.11
gc19_pc.3utr::gencode::SEPW1::ENSG00000178980.10	3	3	3	0.3602	1.0	0.6398	0.9476822898032201	2	1	0	gc19_pc.3utr::gencode::SEPW1::ENSG00000178980.10
gc19_pc.3utr::gencode::HOXD13::ENSG00000128714.5	6	5	6	0.36027	1.0	0.63973	0.9476822898032201	5	0	1	gc19_pc.3utr::gencode::HOXD13::ENSG00000128714.5
gc19_pc.3utr::gencode::SMG7::ENSG00000116698.16	6	6	6	0.3603	1.0	0.6397	0.9476822898032201	6	0	0	gc19_pc.3utr::gencode::SMG7::ENSG00000116698.16
gc19_pc.3utr::gencode::ZNF107::ENSG00000196247.7	4	4	4	0.36046	1.0	0.63954	0.9476822898032201	3	0	1	gc19_pc.3utr::gencode::ZNF107::ENSG00000196247.7
gc19_pc.3utr::gencode::ZNF493::ENSG00000196268.7	17	16	17	0.36053	1.0	0.63947	0.9476822898032201	16	0	1	gc19_pc.3utr::gencode::ZNF493::ENSG00000196268.7
gc19_pc.3utr::gencode::H2AFX::ENSG00000188486.3	2	2	2	0.36058	1.0	0.63942	0.9476822898032201	2	0	0	gc19_pc.3utr::gencode::H2AFX::ENSG00000188486.3
gc19_pc.3utr::gencode::TAB1::ENSG00000100324.9	1	1	1	0.36067		0.63956		1	0	0	gc19_pc.3utr::gencode::TAB1::ENSG00000100324.9
gc19_pc.3utr::gencode::PDPN::ENSG00000162493.12	7	7	7	0.36069	1.0	0.63931	0.9476822898032201	7	0	0	gc19_pc.3utr::gencode::PDPN::ENSG00000162493.12
gc19_pc.3utr::gencode::KCNK5::ENSG00000164626.8	6	6	6	0.36087	1.0	0.63913	0.947678806148336	6	0	0	gc19_pc.3utr::gencode::KCNK5::ENSG00000164626.8
gc19_pc.3utr::gencode::SH3GL3::ENSG00000140600.12	1	1	1	0.36099		0.63926		1	0	0	gc19_pc.3utr::gencode::SH3GL3::ENSG00000140600.12
gc19_pc.3utr::gencode::KLC2::ENSG00000174996.7	2	2	2	0.36107	1.0	0.63893	0.9475236537313433	2	0	0	gc19_pc.3utr::gencode::KLC2::ENSG00000174996.7
gc19_pc.3utr::gencode::ZBTB2::ENSG00000181472.4	1	1	1	0.36119		0.63923		1	0	0	gc19_pc.3utr::gencode::ZBTB2::ENSG00000181472.4
gc19_pc.3utr::gencode::FKBP4::ENSG00000004478.5	1	1	1	0.36121		0.63914		1	0	0	gc19_pc.3utr::gencode::FKBP4::ENSG00000004478.5
gc19_pc.3utr::gencode::ALAS1::ENSG00000023330.10	1	1	1	0.36146		0.6481		1	0	0	gc19_pc.3utr::gencode::ALAS1::ENSG00000023330.10
gc19_pc.3utr::gencode::C11orf16::ENSG00000176029.9	1	1	1	0.36157		0.63959		1	0	0	gc19_pc.3utr::gencode::C11orf16::ENSG00000176029.9
gc19_pc.3utr::gencode::RP11-322L20.1::ENSG00000258804.1	7	7	7	0.36162	1.0	0.63838	0.9468493327362292	6	0	1	gc19_pc.3utr::gencode::RP11-322L20.1::ENSG00000258804.1
gc19_pc.3utr::gencode::DRG1::ENSG00000185721.7	1	1	1	0.36167		0.64156		1	0	0	gc19_pc.3utr::gencode::DRG1::ENSG00000185721.7
gc19_pc.3utr::gencode::SEMA4F::ENSG00000135622.8	3	3	3	0.36176	1.0	0.63824	0.9467830158256196	3	0	0	gc19_pc.3utr::gencode::SEMA4F::ENSG00000135622.8
gc19_pc.3utr::gencode::PDX1::ENSG00000139515.5	5	5	5	0.36181	1.0	0.63819	0.9467830158256196	5	0	0	gc19_pc.3utr::gencode::PDX1::ENSG00000139515.5
gc19_pc.3utr::gencode::AARS2::ENSG00000124608.4	5	5	5	0.36188	1.0	0.63812	0.9467830158256196	4	0	1	gc19_pc.3utr::gencode::AARS2::ENSG00000124608.4
gc19_pc.3utr::gencode::MS4A4A::ENSG00000110079.12	2	2	2	0.36214	1.0	0.63786	0.9466433099327856	2	0	0	gc19_pc.3utr::gencode::MS4A4A::ENSG00000110079.12
gc19_pc.3utr::gencode::RBM25::ENSG00000119707.9	5	5	5	0.36229	1.0	0.63771	0.9465620794741559	5	0	0	gc19_pc.3utr::gencode::RBM25::ENSG00000119707.9
gc19_pc.3utr::gencode::PTPN14::ENSG00000152104.7	24	24	20	0.36241	1.0	0.63759	0.9465253608247421	23	0	1	gc19_pc.3utr::gencode::PTPN14::ENSG00000152104.7
gc19_pc.3utr::gencode::MS4A13::ENSG00000204979.3	1	1	1	0.36248		0.64325		1	0	0	gc19_pc.3utr::gencode::MS4A13::ENSG00000204979.3
gc19_pc.3utr::gencode::KMO::ENSG00000117009.7	6	6	6	0.36253	1.0	0.63747	0.9464886312014346	6	0	0	gc19_pc.3utr::gencode::KMO::ENSG00000117009.7
gc19_pc.3utr::gencode::VWCE::ENSG00000167992.8	2	2	2	0.36258	1.0	0.63743	0.9464886312014346	2	0	0	gc19_pc.3utr::gencode::VWCE::ENSG00000167992.8
gc19_pc.3utr::gencode::NOL7::ENSG00000225921.2	2	2	2	0.36259	1.0	0.63741	0.9464886312014346	1	0	1	gc19_pc.3utr::gencode::NOL7::ENSG00000225921.2
gc19_pc.3utr::gencode::ZMAT1::ENSG00000166432.10	3	3	3	0.36267	1.0	0.63733	0.9464886312014346	3	0	0	gc19_pc.3utr::gencode::ZMAT1::ENSG00000166432.10
gc19_pc.3utr::gencode::CLASP1::ENSG00000074054.13	5	5	5	0.36268	1.0	0.63732	0.9464886312014346	5	0	0	gc19_pc.3utr::gencode::CLASP1::ENSG00000074054.13
gc19_pc.3utr::gencode::ADCY1::ENSG00000164742.10	33	33	32	0.3629	1.0	0.6371	0.9464886312014346	31	0	2	gc19_pc.3utr::gencode::ADCY1::ENSG00000164742.10
gc19_pc.3utr::gencode::PAM::ENSG00000145730.16	4	4	4	0.36302	1.0	0.63698	0.9464886312014346	4	0	0	gc19_pc.3utr::gencode::PAM::ENSG00000145730.16
gc19_pc.3utr::gencode::CDH1::ENSG00000039068.14	2	2	2	0.36304	1.0	0.63696	0.9464886312014346	2	0	0	gc19_pc.3utr::gencode::CDH1::ENSG00000039068.14
gc19_pc.3utr::gencode::C19orf82::ENSG00000267106.1	2	2	2	0.36315	1.0	0.63685	0.9464886312014346	2	0	0	gc19_pc.3utr::gencode::C19orf82::ENSG00000267106.1
gc19_pc.3utr::gencode::GYS2::ENSG00000111713.2	3	3	3	0.36358	1.0	0.63642	0.9462021726769414	3	0	0	gc19_pc.3utr::gencode::GYS2::ENSG00000111713.2
gc19_pc.3utr::gencode::FCAR::ENSG00000186431.14	6	6	6	0.36369	1.0	0.63631	0.9461802095181084	6	0	0	gc19_pc.3utr::gencode::FCAR::ENSG00000186431.14
gc19_pc.3utr::gencode::LIMCH1::ENSG00000064042.13	9	9	9	0.36372	1.0	0.63628	0.9461802095181084	8	0	1	gc19_pc.3utr::gencode::LIMCH1::ENSG00000064042.13
gc19_pc.3utr::gencode::CCDC3::ENSG00000151468.9	4	4	4	0.36379	1.0	0.63621	0.9461802095181084	3	0	1	gc19_pc.3utr::gencode::CCDC3::ENSG00000151468.9
gc19_pc.3utr::gencode::MTUS2::ENSG00000132938.14	2	2	2	0.36382	1.0	0.63618	0.9461802095181084	2	0	0	gc19_pc.3utr::gencode::MTUS2::ENSG00000132938.14
gc19_pc.3utr::gencode::SMARCD1::ENSG00000066117.10	3	3	3	0.36386	1.0	0.63614	0.9461802095181084	3	0	0	gc19_pc.3utr::gencode::SMARCD1::ENSG00000066117.10
gc19_pc.3utr::gencode::RCAN1::ENSG00000159200.13	5	5	5	0.36409	1.0	0.63591	0.9461802095181084	5	0	0	gc19_pc.3utr::gencode::RCAN1::ENSG00000159200.13
gc19_pc.3utr::gencode::MYO5A::ENSG00000197535.10	13	13	12	0.36416	1.0	0.63584	0.9461802095181084	12	0	1	gc19_pc.3utr::gencode::MYO5A::ENSG00000197535.10
gc19_pc.3utr::gencode::ZBED2::ENSG00000177494.5	3	3	3	0.36418	1.0	0.63582	0.9461802095181084	3	0	0	gc19_pc.3utr::gencode::ZBED2::ENSG00000177494.5
gc19_pc.3utr::gencode::JAK2::ENSG00000096968.8	3	3	3	0.36424	1.0	0.63576	0.9461802095181084	3	0	0	gc19_pc.3utr::gencode::JAK2::ENSG00000096968.8
gc19_pc.3utr::gencode::CALHM2::ENSG00000138172.6	2	2	2	0.36425	1.0	0.63575	0.9461802095181084	2	0	0	gc19_pc.3utr::gencode::CALHM2::ENSG00000138172.6
gc19_pc.3utr::gencode::UVSSA::ENSG00000163945.11	1	1	1	0.36431		0.6364		1	0	0	gc19_pc.3utr::gencode::UVSSA::ENSG00000163945.11
gc19_pc.3utr::gencode::P2RX2::ENSG00000187848.8	2	2	2	0.36439	1.0	0.63561	0.9461802095181084	2	0	0	gc19_pc.3utr::gencode::P2RX2::ENSG00000187848.8
gc19_pc.3utr::gencode::C20orf197::ENSG00000176659.5	15	15	14	0.36445	1.0	0.63555	0.9461802095181084	13	0	2	gc19_pc.3utr::gencode::C20orf197::ENSG00000176659.5
gc19_pc.3utr::gencode::RP11-386G21.2::ENSG00000253857.1	5	5	5	0.3645	1.0	0.6355	0.9461802095181084	5	0	0	gc19_pc.3utr::gencode::RP11-386G21.2::ENSG00000253857.1
gc19_pc.3utr::gencode::OR2D3::ENSG00000178358.3	1	1	1	0.36451		0.65426		1	0	0	gc19_pc.3utr::gencode::OR2D3::ENSG00000178358.3
gc19_pc.3utr::gencode::TTC37::ENSG00000198677.6	2	2	2	0.3646	1.0	0.63541	0.9461802095181084	2	0	0	gc19_pc.3utr::gencode::TTC37::ENSG00000198677.6
gc19_pc.3utr::gencode::USP36::ENSG00000055483.15	5	4	5	0.36462	1.0	0.63538	0.9461802095181084	5	0	0	gc19_pc.3utr::gencode::USP36::ENSG00000055483.15
gc19_pc.3utr::gencode::TMED2::ENSG00000086598.6	1	1	1	0.36472		0.63549		1	0	0	gc19_pc.3utr::gencode::TMED2::ENSG00000086598.6
gc19_pc.3utr::gencode::SESN2::ENSG00000130766.4	4	4	4	0.36479	1.0	0.63521	0.9461802095181084	4	0	0	gc19_pc.3utr::gencode::SESN2::ENSG00000130766.4
gc19_pc.3utr::gencode::SYCN::ENSG00000179751.6	1	1	1	0.36487		0.63801		1	0	0	gc19_pc.3utr::gencode::SYCN::ENSG00000179751.6
gc19_pc.3utr::gencode::UBE2R2::ENSG00000107341.4	6	6	6	0.36491	1.0	0.63509	0.9461802095181084	6	0	0	gc19_pc.3utr::gencode::UBE2R2::ENSG00000107341.4
gc19_pc.3utr::gencode::STXBP5L::ENSG00000145087.8	13	13	13	0.36492	1.0	0.63508	0.9461802095181084	13	0	0	gc19_pc.3utr::gencode::STXBP5L::ENSG00000145087.8
gc19_pc.3utr::gencode::STK4::ENSG00000101109.7	9	9	9	0.36496	1.0	0.63504	0.9461802095181084	9	0	0	gc19_pc.3utr::gencode::STK4::ENSG00000101109.7
gc19_pc.3utr::gencode::ESYT2::ENSG00000117868.11	16	15	16	0.36497	1.0	0.63503	0.9461802095181084	14	0	2	gc19_pc.3utr::gencode::ESYT2::ENSG00000117868.11
gc19_pc.3utr::gencode::MEIS1::ENSG00000143995.15	11	11	11	0.36504	1.0	0.63496	0.9461802095181084	11	0	0	gc19_pc.3utr::gencode::MEIS1::ENSG00000143995.15
gc19_pc.3utr::gencode::TMEM175::ENSG00000127419.12	2	2	2	0.36513	1.0	0.63501	0.9461802095181084	2	0	0	gc19_pc.3utr::gencode::TMEM175::ENSG00000127419.12
gc19_pc.3utr::gencode::PIK3IP1::ENSG00000100100.8	3	3	3	0.3652	1.0	0.6348	0.9461802095181084	3	0	0	gc19_pc.3utr::gencode::PIK3IP1::ENSG00000100100.8
gc19_pc.3utr::gencode::CHKB::ENSG00000100288.15	1	1	1	0.36529		0.64157		1	0	0	gc19_pc.3utr::gencode::CHKB::ENSG00000100288.15
gc19_pc.3utr::gencode::RSAD2::ENSG00000134321.7	12	12	12	0.36536	1.0	0.63464	0.9461802095181084	12	0	0	gc19_pc.3utr::gencode::RSAD2::ENSG00000134321.7
gc19_pc.3utr::gencode::C3orf27::ENSG00000198685.2	2	2	2	0.36537	1.0	0.63463	0.9461802095181084	2	0	0	gc19_pc.3utr::gencode::C3orf27::ENSG00000198685.2
gc19_pc.3utr::gencode::STK38L::ENSG00000211455.3	9	9	8	0.36539	1.0	0.63461	0.9461802095181084	9	0	0	gc19_pc.3utr::gencode::STK38L::ENSG00000211455.3
gc19_pc.3utr::gencode::SEMA3F::ENSG00000001617.7	1	1	1	0.36545		0.63488		1	0	0	gc19_pc.3utr::gencode::SEMA3F::ENSG00000001617.7
gc19_pc.3utr::gencode::CCDC28B::ENSG00000160050.10	1	1	1	0.36574		0.63534		1	0	0	gc19_pc.3utr::gencode::CCDC28B::ENSG00000160050.10
gc19_pc.3utr::gencode::CNBD2::ENSG00000149646.8	1	1	1	0.36576		0.63639		1	0	0	gc19_pc.3utr::gencode::CNBD2::ENSG00000149646.8
gc19_pc.3utr::gencode::ZNF773::ENSG00000152439.8	12	12	12	0.36579	1.0	0.63421	0.9461802095181084	12	0	0	gc19_pc.3utr::gencode::ZNF773::ENSG00000152439.8
gc19_pc.3utr::gencode::SCAMP4::ENSG00000227500.5	1	1	1	0.36581		0.63483		1	0	0	gc19_pc.3utr::gencode::SCAMP4::ENSG00000227500.5
gc19_pc.3utr::gencode::LASP1::ENSG00000002834.13	8	8	8	0.36582	1.0	0.63418	0.9461802095181084	8	0	0	gc19_pc.3utr::gencode::LASP1::ENSG00000002834.13
gc19_pc.3utr::gencode::SMIM11::ENSG00000205670.6	2	2	2	0.36584	1.0	0.63416	0.9461802095181084	2	0	0	gc19_pc.3utr::gencode::SMIM11::ENSG00000205670.6
gc19_pc.3utr::gencode::ACSF2::ENSG00000167107.8	1	1	1	0.36592		0.63516		1	0	0	gc19_pc.3utr::gencode::ACSF2::ENSG00000167107.8
gc19_pc.3utr::gencode::EMC1::ENSG00000127463.9	6	6	6	0.36605	1.0	0.63395	0.9461802095181084	5	0	1	gc19_pc.3utr::gencode::EMC1::ENSG00000127463.9
gc19_pc.3utr::gencode::UBE2A::ENSG00000077721.11	1	1	1	0.3661		0.63429		1	0	0	gc19_pc.3utr::gencode::UBE2A::ENSG00000077721.11
gc19_pc.3utr::gencode::COLQ::ENSG00000206561.8	3	3	3	0.36613	1.0	0.63387	0.9461802095181084	3	0	0	gc19_pc.3utr::gencode::COLQ::ENSG00000206561.8
gc19_pc.3utr::gencode::CABP1::ENSG00000157782.5	2	2	2	0.36621	1.0	0.6338	0.9461802095181084	2	0	0	gc19_pc.3utr::gencode::CABP1::ENSG00000157782.5
gc19_pc.3utr::gencode::TRH::ENSG00000170893.3	3	3	3	0.36625	1.0	0.63375	0.9461802095181084	3	0	0	gc19_pc.3utr::gencode::TRH::ENSG00000170893.3
gc19_pc.3utr::gencode::FNDC7::ENSG00000143107.4	2	2	2	0.36632	1.0	0.63369	0.9461802095181084	2	0	0	gc19_pc.3utr::gencode::FNDC7::ENSG00000143107.4
gc19_pc.3utr::gencode::ACRV1::ENSG00000134940.9	4	4	4	0.36637	1.0	0.63363	0.9461802095181084	3	0	1	gc19_pc.3utr::gencode::ACRV1::ENSG00000134940.9
gc19_pc.3utr::gencode::PIN1::ENSG00000127445.9	1	1	1	0.36652		0.63531		1	0	0	gc19_pc.3utr::gencode::PIN1::ENSG00000127445.9
gc19_pc.3utr::gencode::TXNDC12::ENSG00000117862.7	1	1	1	0.36668		0.63477		1	0	0	gc19_pc.3utr::gencode::TXNDC12::ENSG00000117862.7
gc19_pc.3utr::gencode::EPHA4::ENSG00000116106.7	22	22	22	0.36681	1.0	0.63319	0.9461802095181084	21	1	0	gc19_pc.3utr::gencode::EPHA4::ENSG00000116106.7
gc19_pc.3utr::gencode::CPNE4::ENSG00000196353.7	8	8	8	0.36683	1.0	0.63317	0.9461802095181084	8	0	0	gc19_pc.3utr::gencode::CPNE4::ENSG00000196353.7
gc19_pc.3utr::gencode::RP11-159D12.5::ENSG00000266086.1	2	2	2	0.36685	1.0	0.63318	0.9461802095181084	2	0	0	gc19_pc.3utr::gencode::RP11-159D12.5::ENSG00000266086.1
gc19_pc.3utr::gencode::MKRN2::ENSG00000075975.11	2	2	2	0.36693	1.0	0.63307	0.9461802095181084	1	1	0	gc19_pc.3utr::gencode::MKRN2::ENSG00000075975.11
gc19_pc.3utr::gencode::CXorf22::ENSG00000165164.8	2	2	2	0.36697	1.0	0.63303	0.9461802095181084	2	0	0	gc19_pc.3utr::gencode::CXorf22::ENSG00000165164.8
gc19_pc.3utr::gencode::C5AR1::ENSG00000197405.3	2	2	2	0.36705	1.0	0.63295	0.9461802095181084	2	0	0	gc19_pc.3utr::gencode::C5AR1::ENSG00000197405.3
gc19_pc.3utr::gencode::LIN28B::ENSG00000187772.6	9	9	9	0.36706	1.0	0.63294	0.9461802095181084	9	0	0	gc19_pc.3utr::gencode::LIN28B::ENSG00000187772.6
gc19_pc.3utr::gencode::ASPRV1::ENSG00000244617.1	1	1	1	0.3672		0.63362		1	0	0	gc19_pc.3utr::gencode::ASPRV1::ENSG00000244617.1
gc19_pc.3utr::gencode::CYP8B1::ENSG00000180432.4	5	5	4	0.36736	1.0	0.63264	0.9461802095181084	5	0	0	gc19_pc.3utr::gencode::CYP8B1::ENSG00000180432.4
gc19_pc.3utr::gencode::UBQLN1::ENSG00000135018.9	3	3	3	0.36756	1.0	0.63244	0.9461802095181084	3	0	0	gc19_pc.3utr::gencode::UBQLN1::ENSG00000135018.9
gc19_pc.3utr::gencode::SST::ENSG00000157005.3	1	1	1	0.36762		0.63452		1	0	0	gc19_pc.3utr::gencode::SST::ENSG00000157005.3
gc19_pc.3utr::gencode::RP11-302B13.5::ENSG00000272822.1	1	1	1	0.36776		0.63386		1	0	0	gc19_pc.3utr::gencode::RP11-302B13.5::ENSG00000272822.1
gc19_pc.3utr::gencode::PQLC2::ENSG00000040487.8	2	2	2	0.36779	1.0	0.63221	0.9461802095181084	2	0	0	gc19_pc.3utr::gencode::PQLC2::ENSG00000040487.8
gc19_pc.3utr::gencode::RMDN3::ENSG00000137824.11	2	2	2	0.3679	1.0	0.6321	0.9461802095181084	2	0	0	gc19_pc.3utr::gencode::RMDN3::ENSG00000137824.11
gc19_pc.3utr::gencode::MAK16::ENSG00000198042.6	3	3	3	0.36793	1.0	0.63207	0.9461802095181084	3	0	0	gc19_pc.3utr::gencode::MAK16::ENSG00000198042.6
gc19_pc.3utr::gencode::ADORA3::ENSG00000121933.13	1	1	1	0.36812		0.6323		1	0	0	gc19_pc.3utr::gencode::ADORA3::ENSG00000121933.13
gc19_pc.3utr::gencode::SDS::ENSG00000135094.6	1	1	1	0.3682		0.6327		0	0	1	gc19_pc.3utr::gencode::SDS::ENSG00000135094.6
gc19_pc.3utr::gencode::CCDC91::ENSG00000123106.6	4	4	4	0.36834	1.0	0.63166	0.9459191801055011	4	0	0	gc19_pc.3utr::gencode::CCDC91::ENSG00000123106.6
gc19_pc.3utr::gencode::CABP5::ENSG00000105507.2	3	3	3	0.36849	1.0	0.63151	0.9458371058185108	3	0	0	gc19_pc.3utr::gencode::CABP5::ENSG00000105507.2
gc19_pc.3utr::gencode::CACNA1B::ENSG00000148408.8	11	11	11	0.36866	1.0	0.63134	0.9457250474898236	11	0	0	gc19_pc.3utr::gencode::CACNA1B::ENSG00000148408.8
gc19_pc.3utr::gencode::ADIPOR2::ENSG00000006831.9	1	1	1	0.36874		0.63146		1	0	0	gc19_pc.3utr::gencode::ADIPOR2::ENSG00000006831.9
gc19_pc.3utr::gencode::CDK15::ENSG00000138395.10	14	14	14	0.36878	1.0	0.63122	0.9456878648974669	14	0	0	gc19_pc.3utr::gencode::CDK15::ENSG00000138395.10
gc19_pc.3utr::gencode::COL4A5::ENSG00000188153.8	5	5	5	0.36891	1.0	0.63109	0.9456356869250491	5	0	0	gc19_pc.3utr::gencode::COL4A5::ENSG00000188153.8
